Zipcode,Page,NewUsed,Year,Make,Model,MSRP,Dealer_Price,Fuel_Type,Exterior_Color,City_MPG,Interior_Color,Highway_MPG,Drivetrain,Transmission,Liters,V,Mileage,Customer_Review,URL
92602,1,NEW,2020,Nissan,Kicks SR,,23410,Gasoline,Cayenne Red,31,Charcoal,36,FWD,Automatic CVT,1.6,6,0,4,https://www.cars.com/vehicledetail/detail/796921459/overview/
92602,1,NEW,2020,Nissan,Kicks SV,,22276,Gasoline,Aspen White / Super Black,31,Charcoal,36,FWD,Automatic CVT,1.6,6,0,4,https://www.cars.com/vehicledetail/detail/799712247/overview/
92602,1,USED,2017,Acura,NSX Base,,126888,Hybrid,130r White,21,Red,22,AWD,9-Speed Automatic with Auto-Shift,3.5,6,2956,4.9,https://www.cars.com/vehicledetail/detail/807028250/overview/
92602,1,USED,1998,Dodge,Caravan SE,,3995,Gasoline,White,19,,24,FWD,4-Speed Automatic,3.3,6,99497,4.2,https://www.cars.com/vehicledetail/detail/794234933/overview/
92602,1,NEW,2019,Kia,Niro EV EX Premium,,,Electric,Platinum Graphite,123,Charcoal,102,FWD,1-Speed Automatic,1.6,,15,5,https://www.cars.com/vehicledetail/detail/783216614/overview/
92602,1,USED,2017,Dodge,Journey SXT,,9950,Gasoline,Vice White,19,Black / Red,25,FWD,Automatic,3.6,6,57533,4.7,https://www.cars.com/vehicledetail/detail/803062552/overview/
92602,1,USED,2011,Nissan,Leaf SL,,4900,Gasoline,Brilliant Silver,106,Light Gray,92,FWD,Automatic,,,58200,4.5,https://www.cars.com/vehicledetail/detail/805037729/overview/
92602,1,NEW,2020,Ford,EcoSport SES,,25975,Gasoline,Smoke Metallic,23,Ebony Black,29,4WD,6-Speed Automatic,2.0,6,18,4.2,https://www.cars.com/vehicledetail/detail/790097063/overview/
92602,1,USED,2008,Mazda,RX-8 Touring,,10998,Gasoline,Crystal White Pearl,16,Black,22,RWD,6-Speed Manual,1.3,,44857,4.7,https://www.cars.com/vehicledetail/detail/807730627/overview/
92602,1,NEW,2019,Cadillac,XT4 Sport,,33070,Gasoline,Black Metallic,24,Jet Black,30,FWD,9-Speed Automatic,2.0,6,14,3.2,https://www.cars.com/vehicledetail/detail/800381589/overview/
92602,1,NEW,2020,Volvo,V60 Cross Country T5,,44836,Gasoline,Pebble Gray,22,Charcoal,31,AWD,8-Speed Automatic,2.0,6,0,4.4,https://www.cars.com/vehicledetail/detail/785051839/overview/
92602,1,USED,2013,Scion,xB RELEASE SERIES 10.0 NATL,,9990,Gasoline,Silver,,Gray,,FWD,4-Speed Automatic,2.4,6,65496,4.7,https://www.cars.com/vehicledetail/detail/799431236/overview/
92602,1,NEW,2020,Nissan,Versa S,,15015,Gasoline,Brilliant Silver Metallic,27,Charcoal,35,FWD,Manual,,,10,4.5,https://www.cars.com/vehicledetail/detail/806922709/overview/
92602,1,USED,2015,Chrysler,200 Limited,,7699,Gasoline,Bright White Clearcoat,23,Black,36,FWD,9-Speed Automatic,2.4,6,76267,4.3,https://www.cars.com/vehicledetail/detail/805395593/overview/
92602,1,NEW,2020,Nissan,Kicks SV,,22074,Gasoline,Gun Metallic,31,Charcoal,36,FWD,Automatic CVT,1.6,6,0,4,https://www.cars.com/vehicledetail/detail/796764577/overview/
92602,1,NEW,2020,Nissan,Kicks S,,20123,Gasoline,Fresh Powder,31,Charcoal,36,FWD,Automatic CVT,1.6,6,0,4,https://www.cars.com/vehicledetail/detail/798514363/overview/
