Zipcode,Page,NewUsed,Year,Make,Model,MSRP,Dealer_Price,Fuel_Type,Exterior_Color,City_MPG,Interior_Color,Highway_MPG,Drivetrain,Transmission,Liters,V,Mileage,Customer_Review,URL
63123,1,NEW,2019,Nissan,Kicks SV,,17014,Gasoline,Super Black,31,Charcoal,36,FWD,Automatic CVT,1.6,6,,4.4,https://www.cars.com/vehicledetail/detail/791463434/overview/
63123,1,NEW,2020,Nissan,Versa 1.6 SV,,16525,Gasoline,Electric Blue Metallic,32,Graphite,40,FWD,Automatic CVT,1.6,6,,4.5,https://www.cars.com/vehicledetail/detail/789146857/overview/
63123,1,NEW,2020,Nissan,Versa S,,15703,Gasoline,Brilliant Silver Metallic,27,Charcoal,35,FWD,Automatic CVT,1.6,6,,4.5,https://www.cars.com/vehicledetail/detail/788041530/overview/
63123,1,NEW,2020,Nissan,Versa 1.6 SR,,17600,Gasoline,Black,32,Gray,40,FWD,Automatic CVT,1.6,6,,4.5,https://www.cars.com/vehicledetail/detail/793429388/overview/
63123,1,NEW,2020,Chevrolet,Spark LS,,11896,Gasoline,Raspberry,29,Black,38,FWD,Automatic CVT,1.4,6,3,4.9,https://www.cars.com/vehicledetail/detail/796785159/overview/
63123,1,NEW,2020,Nissan,Rogue Sport SV,,25045,Gasoline,Caspian Blue,25,Light Gray,32,AWD,Automatic CVT,2.0,6,,4.6,https://www.cars.com/vehicledetail/detail/805458700/overview/
63123,1,NEW,2019,Nissan,Kicks SV,,18279,Gasoline,Super Black,31,Charcoal,36,FWD,Automatic CVT,1.6,6,,4.4,https://www.cars.com/vehicledetail/detail/787635527/overview/
63123,1,NEW,2020,Nissan,Rogue SV,,25338,Gasoline,Magnetic Black,26,Charcoal,33,AWD,Automatic CVT,2.5,6,,4.6,https://www.cars.com/vehicledetail/detail/802183071/overview/
63123,1,USED,2018,Honda,Clarity Plug-In Hybrid Base,,23030,Hybrid,White,,Tan,,FWD,Variable,,,16368,4.7,https://www.cars.com/vehicledetail/detail/805075140/overview/?isShippableInsideSearchRadius
63123,1,NEW,2020,Nissan,Rogue SL,,30916,Gasoline,Gun Metallic,26,Charcoal,33,FWD,Automatic CVT,2.5,6,,4.6,https://www.cars.com/vehicledetail/detail/806527175/overview/
63123,1,USED,2018,Volkswagen,Atlas 3.6L SE w/Technology,,27990,Gasoline,Reflex Silver Metallic,,Titan Black,,AWD,8-Speed Automatic,3.6,6,35100,4.7,https://www.cars.com/vehicledetail/detail/808000275/overview/
63123,1,NEW,2020,Chevrolet,Trax LS,,17294,Gasoline,Summit White / White,26,,31,FWD,6-Speed Automatic,1.4,6,5,4.6,https://www.cars.com/vehicledetail/detail/797232025/overview/
63123,1,NEW,2020,Nissan,Rogue SV,,25850,Gasoline,White,26,Charcoal,33,AWD,Automatic CVT,2.5,6,,4.6,https://www.cars.com/vehicledetail/detail/801356514/overview/
63123,1,NEW,2020,Nissan,Rogue SV,,25567,Gasoline,Brilliant Silver Metallic,26,Charcoal,33,AWD,Automatic CVT,2.5,6,,4.6,https://www.cars.com/vehicledetail/detail/798947767/overview/
63123,1,NEW,2020,Nissan,Rogue SV,,26113,Gasoline,Caspian Blue,26,Charcoal,33,FWD,Automatic CVT,2.5,6,,4.6,https://www.cars.com/vehicledetail/detail/803394516/overview/
63123,1,NEW,2020,Nissan,Rogue SV,,25373,Gasoline,Brilliant Silver Metallic,26,Charcoal,33,AWD,Automatic CVT,2.5,6,,4.6,https://www.cars.com/vehicledetail/detail/803394509/overview/
63123,1,NEW,2020,Nissan,Rogue SV,,25515,Gasoline,Magnetic Black,26,Charcoal,33,AWD,Automatic CVT,2.5,6,,4.6,https://www.cars.com/vehicledetail/detail/807183319/overview/
63123,1,NEW,2020,Nissan,Rogue SV,,25557,Gasoline,Magnetic Black,26,Charcoal,33,FWD,Automatic CVT,2.5,6,,4.6,https://www.cars.com/vehicledetail/detail/798526228/overview/
63123,1,NEW,2020,Nissan,Rogue SV,,25885,Gasoline,White,26,Charcoal,33,AWD,Automatic CVT,2.5,6,,4.6,https://www.cars.com/vehicledetail/detail/805104247/overview/
63123,1,NEW,2020,Nissan,Rogue SL,,31236,Gasoline,White,26,Beige,33,FWD,Automatic CVT,2.5,6,,4.6,https://www.cars.com/vehicledetail/detail/795746830/overview/
63123,1,NEW,2020,Nissan,Rogue SV,,24075,Gasoline,Magnetic Black,26,Charcoal,33,FWD,Automatic CVT,2.5,6,,4.6,https://www.cars.com/vehicledetail/detail/806798714/overview/
63123,1,NEW,2020,Nissan,Rogue SL,,32805,Gasoline,White,26,Charcoal,33,AWD,Automatic CVT,2.5,6,,4.6,https://www.cars.com/vehicledetail/detail/802660890/overview/
63123,1,NEW,2020,Nissan,Versa S,,14353,Gasoline,Brilliant Silver Metallic,27,Charcoal,35,FWD,5-Speed Manual,1.6,6,,4.5,https://www.cars.com/vehicledetail/detail/796943062/overview/
63123,1,NEW,2020,Nissan,Versa S,,14353,Gasoline,Electric Blue Metallic,27,Charcoal,35,FWD,5-Speed Manual,1.6,6,,4.5,https://www.cars.com/vehicledetail/detail/797795998/overview/
63123,1,NEW,2020,Nissan,Rogue SL,,31090,Gasoline,White,26,Beige,33,FWD,Automatic CVT,2.5,6,,4.6,https://www.cars.com/vehicledetail/detail/794208200/overview/
63123,1,NEW,2020,Chevrolet,Spark LS,,13194,Gasoline,Raspberry Red,29,Jet Black,38,FWD,Automatic CVT,1.4,6,7,4.9,https://www.cars.com/vehicledetail/detail/799855031/overview/
63123,1,NEW,2020,Nissan,Rogue SV,,25338,Gasoline,Magnetic Black,26,Charcoal,33,AWD,Automatic CVT,2.5,6,,4.6,https://www.cars.com/vehicledetail/detail/798526222/overview/
63123,1,NEW,2020,Nissan,Versa 1.6 SR,,17600,Gasoline,Gun Metallic,32,Gray,40,FWD,Automatic CVT,1.6,6,,4.5,https://www.cars.com/vehicledetail/detail/788041513/overview/
63123,1,NEW,2019,Nissan,Kicks SV,,18094,Gasoline,Aspen White,31,Charcoal,36,FWD,Automatic CVT,1.6,6,,4.4,https://www.cars.com/vehicledetail/detail/790594390/overview/
63123,1,NEW,2020,Chevrolet,Trax LS,,17789,Gasoline,Satin Steel Metallic,26,Jet Black,31,FWD,6-Speed Automatic,1.4,6,3,4.6,https://www.cars.com/vehicledetail/detail/792917681/overview/
63123,1,NEW,2020,Chevrolet,Spark LS,,13194,Gasoline,Passion,29,Jet Black,38,FWD,Automatic CVT,1.4,6,8,4.9,https://www.cars.com/vehicledetail/detail/788687978/overview/
63123,1,NEW,2020,Nissan,Rogue SV,,25373,Gasoline,Brilliant Silver Metallic,26,Charcoal,33,AWD,Automatic CVT,2.5,6,,4.6,https://www.cars.com/vehicledetail/detail/803394512/overview/
63123,1,NEW,2020,Nissan,Kicks S,,19185,Gasoline,Gun Metallic,31,Charcoal,36,FWD,Automatic CVT,1.6,6,3,4,https://www.cars.com/vehicledetail/detail/797266124/overview/
63123,1,USED,2016,GMC,Yukon Denali,,38620,Gasoline,Summit White,15,Jet Black,21,4WD,Automatic,6.2,8,49190,4,https://www.cars.com/vehicledetail/detail/807286794/overview/?isShippableInsideSearchRadius
63123,1,NEW,2020,Nissan,Rogue SL,,31072,Gasoline,White,26,Beige,33,AWD,Automatic CVT,2.5,6,,4.6,https://www.cars.com/vehicledetail/detail/799465012/overview/
63123,1,NEW,2020,Nissan,Rogue SL,,29246,Gasoline,Gun Metallic,26,Charcoal,33,FWD,Automatic CVT,2.5,6,,4.6,https://www.cars.com/vehicledetail/detail/802660810/overview/
63123,1,NEW,2020,Nissan,Rogue Sport SL,,28295,Gasoline,Brilliant Silver Metallic,25,Light Gray,32,FWD,Automatic CVT,2.0,6,,4.6,https://www.cars.com/vehicledetail/detail/802660804/overview/
63123,1,NEW,2019,Nissan,Kicks SV,,17899,Gasoline,Deep Blue Pearl / Fresh Powder,31,Charcoal,36,FWD,Automatic CVT,1.6,6,,4.4,https://www.cars.com/vehicledetail/detail/790594492/overview/
63123,1,NEW,2020,Chevrolet,Spark LS,,12982,Gasoline,Silver Ice Gray,29,Jet Black,38,FWD,Automatic CVT,1.4,6,10,4.9,https://www.cars.com/vehicledetail/detail/786819917/overview/
63123,1,NEW,2020,Nissan,Rogue SL,,31090,Gasoline,White,26,Beige,33,FWD,Automatic CVT,2.5,6,,4.6,https://www.cars.com/vehicledetail/detail/794208473/overview/
63123,1,NEW,2020,Nissan,Rogue SV,,27269,Gasoline,Magnetic Black,26,Charcoal,33,AWD,Automatic CVT,2.5,6,,4.6,https://www.cars.com/vehicledetail/detail/807761769/overview/
63123,1,NEW,2020,Nissan,Rogue SL,,31118,Gasoline,White,26,Beige,33,FWD,Automatic CVT,2.5,6,10,4.6,https://www.cars.com/vehicledetail/detail/797762588/overview/
63123,1,NEW,2020,Chevrolet,Spark 1LT,,15006,Gasoline,Mosaic Black,29,Jet Black,38,FWD,Automatic CVT,1.4,6,10,4.9,https://www.cars.com/vehicledetail/detail/788840251/overview/
63123,1,NEW,2020,Nissan,Rogue SV,,25373,Gasoline,Magnetic Black,26,Charcoal,33,AWD,Automatic CVT,2.5,6,,4.6,https://www.cars.com/vehicledetail/detail/805743299/overview/
63123,1,NEW,2020,Chevrolet,Spark LS,,12253,Gasoline,Caribbean Blue,29,Black,38,FWD,Automatic CVT,1.4,6,3,4.9,https://www.cars.com/vehicledetail/detail/799924659/overview/
63123,1,NEW,2020,Nissan,Versa S,,15971,Gasoline,Black,27,Charcoal,35,FWD,Automatic CVT,1.6,6,,4.5,https://www.cars.com/vehicledetail/detail/793429444/overview/
63123,1,NEW,2020,Nissan,Rogue SV,,25820,Gasoline,White,26,Beige,33,FWD,Automatic CVT,2.5,6,10,4.6,https://www.cars.com/vehicledetail/detail/799118369/overview/
63123,1,NEW,2019,Nissan,Kicks SV,,18299,Gasoline,Super Black,31,Charcoal,36,FWD,Automatic CVT,1.6,6,,4.4,https://www.cars.com/vehicledetail/detail/790594391/overview/
63123,1,NEW,2020,Chevrolet,Spark LS,,15258,Gasoline,Orange Burst,29,Jet Black/Jet Black,38,FWD,Automatic,,,5,4.9,https://www.cars.com/vehicledetail/detail/789734184/overview/
63123,1,NEW,2020,Nissan,Rogue SL,,31153,Gasoline,White,26,Charcoal,33,FWD,Automatic CVT,2.5,6,10,4.6,https://www.cars.com/vehicledetail/detail/803566977/overview/
63123,1,NEW,2020,Nissan,Rogue SL,,31110,Gasoline,Brilliant Silver Metallic,26,Charcoal,33,FWD,Automatic CVT,2.5,6,,4.6,https://www.cars.com/vehicledetail/detail/802660802/overview/
63123,1,NEW,2020,Nissan,Kicks S,,19210,Gasoline,Brilliant Silver,31,Charcoal,36,FWD,Automatic CVT,1.6,6,,4,https://www.cars.com/vehicledetail/detail/797500013/overview/
63123,1,NEW,2020,Nissan,Versa S,,15840,Gasoline,Electric Blue Metallic,27,Charcoal,35,FWD,Automatic CVT,1.6,6,10,4.5,https://www.cars.com/vehicledetail/detail/805693137/overview/
63123,1,NEW,2020,Nissan,Versa S,,14192,Gasoline,Black,27,Charcoal,35,FWD,5-Speed Manual,1.6,6,10,4.5,https://www.cars.com/vehicledetail/detail/804244646/overview/
63123,1,NEW,2020,Nissan,Rogue SV,,24431,Gasoline,White,26,Charcoal,33,FWD,Automatic CVT,2.5,6,,4.6,https://www.cars.com/vehicledetail/detail/807183320/overview/
63123,1,NEW,2020,Nissan,Versa S,,15499,Gasoline,Black,27,Charcoal,35,FWD,Automatic CVT,1.6,6,,4.5,https://www.cars.com/vehicledetail/detail/785867827/overview/
63123,1,NEW,2020,Nissan,Rogue SV,,29031,Gasoline,Gun Metallic,26,Charcoal,33,AWD,Automatic CVT,2.5,6,3,4.6,https://www.cars.com/vehicledetail/detail/804345041/overview/
63123,1,NEW,2020,Nissan,Rogue SV,,28084,Gasoline,Scarlet Ember,26,Charcoal,33,FWD,Automatic CVT,2.5,6,,4.6,https://www.cars.com/vehicledetail/detail/797006243/overview/
63123,1,NEW,2020,Nissan,Rogue SV,,26055,Gasoline,Magnetic Black,26,Charcoal,33,AWD,Automatic CVT,2.5,6,,4.6,https://www.cars.com/vehicledetail/detail/802182790/overview/
63123,1,USED,2006,Bentley,Continental Flying Spur,,31840,Gasoline,Dark Sapphire,11,Saddle,18,AWD,6-Speed Automatic,6.0,0,52710,5,https://www.cars.com/vehicledetail/detail/801537469/overview/
63123,1,USED,2004,Ford,Thunderbird Premium,,12950,Gasoline,Platinum Silver,17,Performance White,23,RWD,Automatic,3.9,8,50320,4.8,https://www.cars.com/vehicledetail/detail/792926542/overview/
63123,1,NEW,2020,Nissan,Rogue SV,,25885,Gasoline,White,26,Charcoal,33,AWD,Automatic CVT,2.5,6,,4.6,https://www.cars.com/vehicledetail/detail/805743222/overview/
63123,1,NEW,2020,Nissan,Rogue SL,,28850,Gasoline,Magnetic Black,26,Charcoal,33,FWD,Automatic CVT,2.5,6,11,4.6,https://www.cars.com/vehicledetail/detail/802015535/overview/
63123,1,NEW,2019,Nissan,Kicks SV,,17699,Gasoline,Super Black,31,Charcoal,36,FWD,Automatic CVT,1.6,6,,4.4,https://www.cars.com/vehicledetail/detail/790594489/overview/
63123,1,NEW,2020,Nissan,Rogue SV,,25373,Gasoline,Magnetic Black,26,Charcoal,33,AWD,Automatic CVT,2.5,6,,4.6,https://www.cars.com/vehicledetail/detail/805207117/overview/
63123,1,NEW,2020,Nissan,Rogue SL,,32008,Gasoline,Magnetic Black,26,Charcoal,33,AWD,Automatic CVT,2.5,6,,4.6,https://www.cars.com/vehicledetail/detail/794208444/overview/
63123,1,NEW,2020,Nissan,Rogue SL,,31118,Gasoline,Scarlet Ember,26,Beige,33,FWD,Automatic CVT,2.5,6,10,4.6,https://www.cars.com/vehicledetail/detail/799939865/overview/
63123,1,NEW,2020,Nissan,Versa S,,16943,Gasoline,Cloud White,27,Charcoal,35,FWD,Automatic CVT,1.6,6,,4.5,https://www.cars.com/vehicledetail/detail/784266157/overview/
63123,1,NEW,2020,Nissan,Versa S,,14353,Gasoline,Black,27,Charcoal,35,FWD,5-Speed Manual,1.6,6,,4.5,https://www.cars.com/vehicledetail/detail/797795984/overview/
63123,1,NEW,2020,Nissan,Rogue SV,,26113,Gasoline,Brilliant Silver Metallic,26,Charcoal,33,FWD,Automatic CVT,2.5,6,,4.6,https://www.cars.com/vehicledetail/detail/806421292/overview/
63123,1,NEW,2020,Nissan,Rogue SV,,25338,Gasoline,Magnetic Black,26,Charcoal,33,AWD,Automatic CVT,2.5,6,,4.6,https://www.cars.com/vehicledetail/detail/799624002/overview/
63123,1,NEW,2020,Nissan,Versa S,,15961,Gasoline,Black,27,Charcoal,35,FWD,Automatic CVT,1.6,6,,4.5,https://www.cars.com/vehicledetail/detail/787990588/overview/
63123,1,NEW,2019,Kia,Niro Touring,,31492,Hybrid,Silky Silver,46,Charcoal,40,FWD,6-Speed Automatic with Auto-Shift,1.6,6,12,4.5,https://www.cars.com/vehicledetail/detail/791992905/overview/
63123,1,NEW,2020,Chevrolet,Spark ACTIV,,16093,Gasoline,Silver Ice Gray,29,Jet Black,37,FWD,Automatic CVT,1.4,6,10,4.9,https://www.cars.com/vehicledetail/detail/788438040/overview/
63123,1,NEW,2020,Nissan,Versa S,,15971,Gasoline,Gun Metallic,27,Charcoal,35,FWD,Automatic CVT,1.6,6,,4.5,https://www.cars.com/vehicledetail/detail/793429447/overview/
63123,1,NEW,2020,Nissan,Versa S,,15971,Gasoline,Brilliant Silver Metallic,27,Charcoal,35,FWD,Automatic CVT,1.6,6,,4.5,https://www.cars.com/vehicledetail/detail/793429387/overview/
63123,1,NEW,2020,Nissan,Rogue SV,,25373,Gasoline,Magnetic Black,26,Charcoal,33,AWD,Automatic CVT,2.5,6,,4.6,https://www.cars.com/vehicledetail/detail/805207256/overview/
63123,1,USED,2017,Genesis,G90 5.0 Ultimate,,32091,Gasoline,Caspian Black,16,Black,24,AWD,8-Speed Automatic,5.0,8,50090,4.7,https://www.cars.com/vehicledetail/detail/803351898/overview/
63123,1,NEW,2020,Chevrolet,Spark 1LT,,14238,Gasoline,Orange,29,Jet Black,38,FWD,Automatic CVT,1.4,6,3,4.9,https://www.cars.com/vehicledetail/detail/799924744/overview/
63123,1,NEW,2020,Nissan,Rogue SL,,32294,Gasoline,Magnetic Black,26,Charcoal,33,AWD,Automatic CVT,2.5,6,,4.6,https://www.cars.com/vehicledetail/detail/792838646/overview/
63123,1,NEW,2020,Nissan,Rogue SV,,25373,Gasoline,Brilliant Silver Metallic,26,Charcoal,33,AWD,Automatic CVT,2.5,6,,4.6,https://www.cars.com/vehicledetail/detail/803394513/overview/
63123,1,NEW,2020,Nissan,Rogue SV,,26469,Gasoline,Scarlet Ember,26,Beige,33,FWD,Automatic CVT,2.5,6,,4.6,https://www.cars.com/vehicledetail/detail/807433978/overview/
