Zipcode,Page,NewUsed,Year,Make,Model,MSRP,Dealer_Price,Fuel_Type,Exterior_Color,City_MPG,Interior_Color,Highway_MPG,Drivetrain,Transmission,Liters,V,Mileage,Customer_Review,URL
10001,1,USED,2011,Nissan,Maxima SV,,4999,Gasoline,Super Black,19,Black,26,FWD,Automatic CVT,3.5,6,91037,4.5,https://www.cars.com/vehicledetail/detail/734596305/overview/
10001,1,USED,2013,Nissan,Sentra SR,,3999,Gasoline,Super Black,30,Black,39,FWD,Automatic CVT,1.8,6,64547,3.8,https://www.cars.com/vehicledetail/detail/802562482/overview/
10001,1,USED,2016,BMW,X1 xDrive 28i,,14905,Gasoline,Alpine White,22,Mocha,32,AWD,8-Speed Automatic,2.0,6,36343,4.6,https://www.cars.com/vehicledetail/detail/805817479/overview/
10001,1,USED,2004,INFINITI,FX45,,4995,Gasoline,Copper,15,Black,19,AWD,5-Speed Automatic,4.5,8,165000,4.8,https://www.cars.com/vehicledetail/detail/797251207/overview/
10001,1,USED,2019,BMW,M5 Competition,,86800,Gasoline,Alpine White,15,Black,21,AWD,8-Speed Automatic,4.4,8,1226,4.9,https://www.cars.com/vehicledetail/detail/807345547/overview/
10001,1,USED,2018,Chevrolet,Impala 2LZ,,14500,Gasoline,Silver,19,Jet Black / Light Wheat,28,FWD,6-Speed Automatic,3.6,6,35274,4.8,https://www.cars.com/vehicledetail/detail/786805292/overview/
10001,1,USED,1994,Mazda,RX-7,,31999,Gasoline,Black,17,Tan,25,,5-Speed Manual,1.3,,70650,5,https://www.cars.com/vehicledetail/detail/806195119/overview/
10001,1,USED,2009,Nissan,Maxima 3.5 SV,,4995,Gasoline,Super Black,19,Charcoal,26,FWD,Automatic CVT,3.5,6,87491,4.6,https://www.cars.com/vehicledetail/detail/793412019/overview/
10001,1,USED,2018,smart,ForTwo Electric Drive Passion,,13800,Electric,Black,124,Orange / Black,94,RWD,1-Speed Automatic,,,8667,4.2,https://www.cars.com/vehicledetail/detail/806243692/overview/
10001,1,USED,2017,Genesis,G90 3.3T Premium,,34495,Gasoline,Casablanca White,17,Black,24,RWD,8-Speed Automatic,3.3,6,27818,4.7,https://www.cars.com/vehicledetail/detail/802628173/overview/
