Zipcode,Page,NewUsed,Year,Make,Model,MSRP,Dealer_Price,Fuel_Type,Exterior_Color,City_MPG,Interior_Color,Highway_MPG,Drivetrain,Transmission,Liters,V,Mileage,Customer_Review,URL
84044,1,USED,2018,Honda,HR-V EX,,15199,Gasoline,Misty Green,25,Black,33,AWD,Automatic CVT,1.8,6,28045,4.8,https://www.cars.com/vehicledetail/detail/805167003/overview/
84044,1,USED,2019,Nissan,Titan PRO-4X,,32000,Gasoline,White,15,Black,20,4WD,7-Speed Automatic,5.6,8,8058,4.2,https://www.cars.com/vehicledetail/detail/791780276/overview/
84044,1,USED,2018,Ford,Focus SE,,10969,E85 Flex Fuel,Magnetic Metallic,26,Charcoal Black,38,FWD,6-Speed Automatic with Auto-Shift,2.0,6,3588,4.7,https://www.cars.com/vehicledetail/detail/791053254/overview/
84044,1,USED,2012,Dodge,Journey SXT,,4995,Gasoline,White,16,Black,24,AWD,Automatic,3.6,6,133824,4.2,https://www.cars.com/vehicledetail/detail/781238241/overview/
84044,1,USED,2015,Honda,Accord LX,,7995,Gasoline,Black,24,,34,FWD,Automatic CVT,2.4,6,73118,4.7,https://www.cars.com/vehicledetail/detail/807995273/overview/
84044,1,USED,2018,Tesla,Model S 75D,,52500,Electric,Gray,102,White,105,AWD,1-Speed Automatic,,,10823,4.9,https://www.cars.com/vehicledetail/detail/796907519/overview/
84044,1,USED,2018,Dodge,Grand Caravan SE,,13500,E85 Flex Fuel,White Knuckle Clearcoat,17,Black,25,FWD,Automatic,3.6,6,21642,4.6,https://www.cars.com/vehicledetail/detail/800561304/overview/
84044,1,USED,2016,Jeep,Renegade Latitude,,14789,Gasoline,Omaha Orange,24,Black,31,4WD,9-Speed Automatic,2.4,6,29366,4.4,https://www.cars.com/vehicledetail/detail/808105383/overview/
84044,1,USED,2012,Scion,tC Base,,6995,Gasoline,Black,23,Dark Charcoal,31,FWD,6-Speed Automatic,2.5,6,45295,4.3,https://www.cars.com/vehicledetail/detail/794278375/overview/
84044,1,USED,2019,Buick,Enclave Essence,,28379,Gasoline,Satin Steel Metallic,18,Dark Galvanized,26,AWD,9-Speed Automatic,3.6,6,7400,4.5,https://www.cars.com/vehicledetail/detail/805819117/overview/
84044,1,USED,2017,Nissan,Murano SL,,19389,Gasoline,Gun Metallic,21,Cashmere,28,AWD,Automatic CVT,3.5,6,25408,4.8,https://www.cars.com/vehicledetail/detail/807351514/overview/
84044,1,USED,2018,Ford,Fiesta ST,,12132,Gasoline,Orange Spice,26,Charcoal Black,33,FWD,6-Speed Manual,1.6,6,12167,4.6,https://www.cars.com/vehicledetail/detail/800561527/overview/
84044,1,USED,2016,Ford,Taurus SE,,7900,Gasoline,Black,18,Gray,27,FWD,6-Speed Automatic,3.5,6,22000,4.8,https://www.cars.com/vehicledetail/detail/807718544/overview/
84044,1,USED,2017,Volkswagen,Jetta 1.4T S,,7550,Gasoline,Black,28,Gray,40,FWD,Automatic,,,30594,4.8,https://www.cars.com/vehicledetail/detail/808067338/overview/
84044,1,USED,2017,Ford,F-150 Raptor,,44492,Gasoline,Black,,Black,,4WD,10-Speed Automatic,3.5,6,24094,4.9,https://www.cars.com/vehicledetail/detail/808119986/overview/
84044,1,USED,2018,Toyota,Sienna XLE,,17992,Gasoline,Salsa Red Pearl,19,Ash,27,FWD,8-Speed Automatic,3.5,6,29844,4.7,https://www.cars.com/vehicledetail/detail/804143379/overview/
84044,1,USED,2016,Audi,A4 2.0T Premium,,15000,E85 Flex Fuel,Florett Silver Metallic,24,Black,31,AWD,8-Speed Automatic,2.0,6,37427,4.7,https://www.cars.com/vehicledetail/detail/807482078/overview/
84044,1,USED,2015,Lincoln,Navigator Base,,20992,Gasoline,Black,16,Dune,22,4WD,6-Speed Automatic,3.5,6,59115,4.9,https://www.cars.com/vehicledetail/detail/803810913/overview/
84044,1,USED,2018,Nissan,Titan XD SL,,30989,Gasoline,Gun Metallic,,Black,,4WD,7-Speed Automatic,5.6,8,8238,4.5,https://www.cars.com/vehicledetail/detail/805387564/overview/
84044,1,USED,2018,Alfa,Romeo Stelvio Ti,,25000,Gasoline,Black Metallic,22,Black,28,AWD,8-Speed Automatic,2.0,6,10011,4.5,https://www.cars.com/vehicledetail/detail/806252372/overview/
84044,1,USED,2017,Cadillac,CT6 3.6L Premium Luxury,,26899,Gasoline,Black Raven,18,Jet Black,27,AWD,8-Speed Automatic,3.6,6,13838,4.8,https://www.cars.com/vehicledetail/detail/805856323/overview/
84044,1,USED,2019,BMW,X7 xDrive40i,,67950,Gasoline,White,20,Black,25,AWD,8-Speed Automatic,3.0,4,15821,4,https://www.cars.com/vehicledetail/detail/807287032/overview/
84044,1,USED,2019,Honda,Odyssey EX,,21989,Gasoline,,19,Gray,28,FWD,9-Speed Automatic,3.5,6,26540,4.6,https://www.cars.com/vehicledetail/detail/807825304/overview/
84044,1,USED,2017,Hyundai,Azera Limited,,16689,Gasoline,Hyper White,19,Camel,28,FWD,6-Speed Automatic,3.3,6,9423,4.9,https://www.cars.com/vehicledetail/detail/806722379/overview/
84044,1,USED,2015,Chevrolet,Tahoe LTZ,,34500,Gasoline,Black,16,Cocoa / Dune,22,4WD,6-Speed Automatic,5.3,8,18634,4.6,https://www.cars.com/vehicledetail/detail/800669379/overview/
84044,1,USED,2012,Volkswagen,Jetta SportWagen TDI,,6995,Diesel,Candy White,30,,42,FWD,6-Speed Automatic with Auto-Shift,2.0,6,54467,4.8,https://www.cars.com/vehicledetail/detail/800655469/overview/
84044,1,USED,2018,Nissan,Pathfinder S,,16998,Gasoline,Glacier White,20,Charcoal,27,4WD,Automatic CVT,3.5,6,3114,4.7,https://www.cars.com/vehicledetail/detail/797901387/overview/
84044,1,USED,2016,Nissan,Juke S,,9550,Gasoline,Gray,26,Gray,31,AWD,Automatic,,,40835,4.7,https://www.cars.com/vehicledetail/detail/808067374/overview/
84044,1,USED,2018,Ford,Explorer Limited,,24000,Gasoline,Silver,,,,4WD,6-Speed Automatic,3.5,6,9611,4.9,https://www.cars.com/vehicledetail/detail/807482068/overview/
84044,1,USED,2017,Ford,Focus RS Base,,26589,Gasoline,Frozen White,19,Charcoal Black,25,AWD,6-Speed Manual,2.3,6,21575,4.9,https://www.cars.com/vehicledetail/detail/798494287/overview/
84044,1,USED,2015,Kia,Optima EX,,12011,Gasoline,Titanium Silver,23,Gray,34,FWD,6-Speed Automatic,2.4,6,33185,4.7,https://www.cars.com/vehicledetail/detail/806017064/overview/
84044,1,USED,2017,Dodge,Grand Caravan SXT,,11899,E85 Flex Fuel,Octane Red Pearlcoat,17,Black / Light Graystone,25,FWD,Automatic,3.6,6,51222,4.8,https://www.cars.com/vehicledetail/detail/807236554/overview/
84044,1,USED,2019,Subaru,Crosstrek 2.0i Premium,,18990,Gasoline,Crystal White Pearl,23,Black,29,AWD,Automatic CVT,2.0,6,1778,4.8,https://www.cars.com/vehicledetail/detail/806937034/overview/
84044,1,USED,2019,Chevrolet,Traverse LT Cloth,,24389,Gasoline,Satin Steel Metallic,17,Jet Black,25,FWD,9-Speed Automatic,3.6,6,13695,4.5,https://www.cars.com/vehicledetail/detail/806464960/overview/
84044,1,USED,2014,INFINITI,QX60 Base,,14999,Gasoline,Black Obsidian,20,Brown,26,AWD,Automatic CVT,3.5,6,73582,4.5,https://www.cars.com/vehicledetail/detail/801753578/overview/
84044,1,USED,2008,INFINITI,G37 Journey,,4995,Gasoline,Black Obsidian,18,,24,RWD,5-Speed Automatic,3.7,6,115000,4.8,https://www.cars.com/vehicledetail/detail/806738594/overview/
84044,1,NEW,2019,Ford,EcoSport SES,,22375,Gasoline,Smoke,23,Black,29,4WD,6-Speed Automatic,2.0,6,15,3.9,https://www.cars.com/vehicledetail/detail/807086010/overview/
84044,1,USED,2018,Buick,Enclave Essence,,28799,Gasoline,Dark Slate Metallic,18,Dark Galvanized,26,AWD,9-Speed Automatic,3.6,6,3182,4.7,https://www.cars.com/vehicledetail/detail/807770478/overview/
84044,1,USED,2014,Ford,Focus ST Base,,8550,Gasoline,Black,23,Gray,32,FWD,Manual,,,49927,4.3,https://www.cars.com/vehicledetail/detail/808067014/overview/
84044,1,USED,2014,INFINITI,QX80 Base,,23813,Gasoline,Black Obsidian,14,Graphite,20,4WD,7-Speed Automatic,5.6,8,73362,4.7,https://www.cars.com/vehicledetail/detail/787404930/overview/
84044,1,USED,2017,Hyundai,Santa Fe Limited Ultimate,,19989,Gasoline,Circuit Silver,17,Gray,24,AWD,6-Speed Automatic,3.3,6,29948,4.8,https://www.cars.com/vehicledetail/detail/800868163/overview/
84044,1,USED,2018,Honda,Clarity Plug-In Hybrid Touring,,21999,Hybrid,Solar Silver Metallic,,Black,,FWD,Automatic CVT,1.5,6,2082,4.7,https://www.cars.com/vehicledetail/detail/806017063/overview/
84044,1,USED,2019,Chevrolet,Traverse LT Leather,,27479,Gasoline,Havana Brown Metallic,18,Medium Ash Gray,27,FWD,9-Speed Automatic,3.6,6,2421,4.5,https://www.cars.com/vehicledetail/detail/783317507/overview/
84044,1,USED,1998,Chevrolet,S-10 LS Extended Cab,,3495,Gasoline,Meadow Green Metallic,22,Gray Cloth,28,4X4,Automatic,4.3,6,152416,3.8,https://www.cars.com/vehicledetail/detail/804533871/overview/
84044,1,USED,2015,Volkswagen,Golf TDI SE 4-Door,,9995,Diesel,Platinum Gray,30,,45,FWD,6-Speed Automatic with Auto-Shift,2.0,6,26938,4.7,https://www.cars.com/vehicledetail/detail/805949512/overview/
84044,1,USED,2015,INFINITI,Q70 3.7X,,17959,Gasoline,Liquid Platinum,18,Stone,24,AWD,7-Speed Automatic,3.7,6,9834,4.3,https://www.cars.com/vehicledetail/detail/779496657/overview/
84044,1,USED,2017,Dodge,Journey SE,,12289,Gasoline,Pitch Black Clearcoat,19,Black / Red,25,FWD,4-Speed Automatic,2.4,6,7705,4.7,https://www.cars.com/vehicledetail/detail/803463244/overview/
84044,1,USED,2015,Lincoln,MKC Base,,16900,Gasoline,Black,19,Black,26,AWD,6-Speed Automatic,2.3,6,36000,4.6,https://www.cars.com/vehicledetail/detail/804576060/overview/
84044,1,USED,2017,Jeep,Patriot Sport,,7950,Gasoline,Black,23,Gray,30,FWD,Automatic,,,32509,4.7,https://www.cars.com/vehicledetail/detail/808067359/overview/
